num,sf,shift,LM,MW,C,N,P,O,cansmi,envlab,mw,P_oxidation_state,P_valence
Lan1-CMP3723,C16H15O4P,17.2,CDCl3,302.261661,16,0,1,4,COP(=O)(c1c(oc2c1cccc2)c1ccccc1)OC,C1O1O1O2,302.2660000000001,5,5.0
Lan1-CMP3724,C16H15O5P,14.5,CDCl3,318.261061,16,0,1,5,COP(=O)(C1(Oc2c(C1=O)cccc2)c1ccccc1)OC,C1O1O1O2,318.26500000000004,5,5.0
Lan1-CMP3726,C16H15O6P,0.0,CDCl3,334.260461,16,0,1,6,COP(=O)(C(=O)c1ccccc1OC(=O)c1ccccc1)OC,C1O1O1O2,334.26400000000007,5,5.0
Lan1-CMP3737,C16H16N3O5PS,14.6,CDCl3,393.354101,16,3,1,5,CCOP(=O)(C1C(=S)n2n(C1=N)c1=c(o2)c2c(c1=O)cccc2)OCC,C1O1O1O2,393.36100000000016,5,5.0
Lan1-CMP3742,C16H17ClN3O2PS2,53.6,CDCl3,413.881841,16,3,1,2,Cc1ccc(cc1)S(=O)(=O)N1N=C(N([P@@]1(=S)Cl)Cc1ccccc1)C,Cl1N1N1S2,413.89200000000005,5,5.0
Lan1-CMP3746,C16H17N2OPS2,91.8,CDCl3,348.422741,16,2,1,1,CCC1=NN(P(=S)(S1)c1ccc(cc1)OC)c1ccccc1,C1N1S1S2,348.4330000000001,5,5.0
Lan1-CMP3750,C16H17N4O4PS,3.3,CDCl3,392.369341,16,4,1,4,CCOP(=O)(c1cccc(c1)[N+](=O)[O-])NNc1sc2c(n1)c(C)ccc2,C1N1O1O2,392.3770000000002,5,5.0
Lan1-CMP3754,C16H17O2P,32.7,CDCl3,272.278741,16,0,1,2,CC(=O)CCP(=O)(c1ccccc1)c1ccccc1,C1C1C1O2,272.28400000000005,5,5.0
Lan1-CMP3756,C16H17O6P,16.7,CDCl3,336.276341,16,0,1,6,COP(=O)(C(c1ccco1)OC(=O)/C=C/c1ccccc1)OC,C1O1O1O2,336.28000000000003,5,5.0
Lan1-CMP3759,C16H18ClN2O2PS,42.03,CDCl3,368.818081,16,2,1,2,S=C(Nc1ccccc1OCP(=O)(C)C)Nc1ccc(cc1)Cl,C1C1C1O2,368.826,5,5.0
Lan1-CMP3762,C16H18ClN2O3P,42.72,CDCl3,352.752481,16,2,1,3,O=C(Nc1ccccc1OCP(=O)(C)C)Nc1cccc(c1)Cl,C1C1C1O2,352.7579999999999,5,5.0
Lan1-CMP3768,C16H18ClN2O4P,24.01,CDCl3,368.751881,16,2,1,4,COP(=O)(C(c1ccccc1)NNC(=O)c1ccc(cc1)Cl)OC,C1O1O1O2,368.7570000000001,5,5.0
Lan1-CMP3769,C16H18ClN4OP,13.57,CDCl3,348.767081,16,4,1,1,Clc1ccc(cc1)CC1=NN(P(=O)(N(N1)C)c1ccccc1)C,C1N1N1O2,348.77400000000006,5,5.0
Lan1-CMP3770,C16H18ClN4O2P,-2.51,CDCl3,364.766481,16,4,1,2,Clc1ccc(cc1)CC1=NN(P(=O)(N(N1)C)Oc1ccccc1)C,N1N1O1O2,364.7730000000001,5,5.0
Lan1-CMP3771,C16H18Cl2NO4P,26.94,CDCl3,390.198181,16,1,1,4,COc1ccc(cc1)C(P(=O)(OC)OC)Nc1ccc(cc1Cl)Cl,C1O1O1O2,390.203,5,5.0
Lan1-CMP3773,C16H18Cl3N2O3PS,74.5,CDCl3,455.723481,16,2,1,3,COP(=S)(NC(C(Cl)(Cl)Cl)Nc1ccc(cc1)Oc1ccccc1)OC,N1O1O1S2,455.73100000000017,5,5.0
Lan1-CMP3776,C16H18NO2P,45.4,CDCl3,287.293381,16,1,1,2,O=P1(OCCCNC1c1ccccc1)c1ccccc1,C1C1O1O2,287.29900000000004,5,5.0
Lan1-CMP3782,C16H18NO5P,25.35,CDCl3,335.291581,16,1,1,5,COP(=O)(C(c1ccc2c(c1)OCO2)Nc1ccccc1)OC,C1O1O1O2,335.29600000000005,5,5.0
Lan1-CMP3783,C16H18NO5P,28.4,CDCl3,335.291581,16,1,1,5,COP(=O)(C(C(=O)c1ccccc1)(c1ccccc1)NO)OC,C1O1O1O2,335.29600000000005,5,5.0
Lan1-CMP3784,C16H18NO5PS2,20.1,CDCl3,399.421581,16,1,1,5,CCOP(=O)(C1SC2N(C1=O)C(=O)/C(=C/c1ccccc1)/S2)OCC,C1O1O1O2,399.4300000000001,5,5.0
Lan1-CMP3785,C16H18NO9PS2,20.5,CDCl3,463.419181,16,1,1,9,COC(=O)C(C(P(=O)(OC)OC)C(=O)OC)N1C(=O)S/C(=C/c2cccs2)/C1=O,C1O1O1O2,463.42600000000016,5,5.0
Lan1-CMP3786,C16H18NO10PS,22.4,CDCl3,447.353581,16,1,1,10,COC(=O)C(C(P(=O)(OC)OC)C(=O)OC)N1C(=O)S/C(=C/c2ccco2)/C1=O,C1O1O1O2,447.3580000000002,5,5.0
Lan1-CMP3787,C16H18N3O2PS,-3.2,CDCl3,347.371781,16,3,1,2,CCOP(=O)(c1ccc(cc1)C)NNc1nc2c(s1)cccc2,C1N1O1O2,347.38000000000005,5,5.0
Lan1-CMP3788,C16H18N3O2PS,-3.32,CDCl3,347.371781,16,3,1,2,CCOP(=O)(c1ccccc1)NNc1sc2c(n1)c(C)ccc2,C1N1O1O2,347.3800000000001,5,5.0
Lan1-CMP3789,C16H18N3O3PS,3.1,CDCl3,363.371181,16,3,1,3,CCOP(=O)(c1cccc(c1)OC)NNc1nc2c(s1)cccc2,C1N1O1O2,363.3790000000001,5,5.0
Lan1-CMP3790,C16H18N3O4P,-0.34,CDCl3,347.305581,16,3,1,4,O/N=C(/C(=N/NP(=O)(Oc1ccccc1)Oc1ccccc1)/C)\C,N1O1O1O2,347.3110000000001,5,5.0
Lan1-CMP3793,C16H18N3PS,81.5,CDCl3,315.372981,16,3,1,0,S=P12N(CCN2c2ccccc2)CCN1c1ccccc1,N1N1N1S2,315.382,5,5.0
Lan1-CMP3794,C16H18N5OPS,50.2,CDCl3,359.385781,16,5,1,1,CC1=Nc2nc3c(n2[P@](=S)(N1Cc1ccco1)N(C)C)cccc3,N1N1N1S2,359.3950000000001,5,5.0
Lan1-CMP3798,C16H19N2OP,29.9,CDCl3,286.308621,16,2,1,1,CN(/N=C/CP(=O)(c1ccccc1)c1ccccc1)C,C1C1C1O2,286.31500000000005,5,5.0
Lan1-CMP3799,C16H19N2O2PS,42.37,CDCl3,334.373021,16,2,1,2,S=C(Nc1ccccc1OCP(=O)(C)C)Nc1ccccc1,C1C1C1O2,334.381,5,5.0
Lan1-CMP3803,C16H19N2O3P,14.9,CDCl3,318.307421,16,2,1,3,COP(=O)(/C(=N\Nc1ccccc1)/Cc1ccccc1)OC,C1O1O1O2,318.31300000000005,5,5.0
Lan1-CMP3804,C16H19N2O3P,42.41,CDCl3,318.307421,16,2,1,3,O=C(Nc1ccccc1OCP(=O)(C)C)Nc1ccccc1,C1C1C1O2,318.313,5,5.0
Lan1-CMP3809,C16H19N2O4P,4.98,CDCl3,334.306821,16,2,1,4,COP(=O)(Nc1ccccc1C(=O)Nc1ccc(cc1)C)OC,N1O1O1O2,334.3120000000001,5,5.0
Lan1-CMP3811,C16H19N2O4P,12.1,CDCl3,334.306821,16,2,1,4,CCOP(=O)(c1ncccc1NC(=O)c1ccccc1)OCC,C1O1O1O2,334.3120000000001,5,5.0
Lan1-CMP3812,C16H19N2O4PS2,23.7,CDCl3,398.436821,16,2,1,4,CCOP(=O)(C1=C(N)N2C(S1)S/C(=C\c1ccccc1)/C2=O)OCC,C1O1O1O2,398.4460000000002,5,5.0
Lan1-CMP3814,C16H19N2O9P,22.0,CDCl3,414.303821,16,2,1,9,COC(=O)C(C(P(=O)(OC)OC)C(=O)OC)n1[nH]c(=O)c2c(c1=O)cccc2,C1O1O1O2,414.3070000000001,5,5.0
Lan1-CMP3815,C16H19N4OP,13.9,CDCl3,314.322021,16,4,1,1,Cc1ccc(cc1)C1=NN(P(=O)(N(N1)C)c1ccccc1)C,C1N1N1O2,314.329,5,5.0
Lan1-CMP3816,C16H19N4OP,13.71,CDCl3,314.322021,16,4,1,1,CN1NC(=NN(P1(=O)c1ccccc1)C)Cc1ccccc1,C1N1N1O2,314.329,5,5.0
Lan1-CMP3817,C16H19N4O2P,-2.37,CDCl3,330.321421,16,4,1,2,CN1NC(=NN(P1(=O)Oc1ccccc1)C)Cc1ccccc1,N1N1O1O2,330.32800000000003,5,5.0
Lan1-CMP3818,C16H19N4O2P,-2.16,CDCl3,330.321421,16,4,1,2,Cc1ccc(cc1)C1=NN(P(=O)(N(N1)C)Oc1ccccc1)C,N1N1O1O2,330.32800000000003,5,5.0
Lan1-CMP3821,C16H19O3P,14.35,CDCl3,290.294021,16,0,1,3,CCOP(=O)(/C=C\c1cccc2c1cccc2)OCC,C1O1O1O2,290.2990000000001,5,5.0
Lan1-CMP3822,C16H19O3P,17.45,CDCl3,290.294021,16,0,1,3,CCOP(=O)(/C=C/c1cccc2c1cccc2)OCC,C1O1O1O2,290.2990000000001,5,5.0
Lan1-CMP3825,C16H20ClO6P,18.0,CDCl3,374.753161,16,0,1,6,CC(OP(=O)(C(c1c(=O)oc2c(c1Cl)cccc2)O)OC(C)C)C,C1O1O1O2,374.75700000000006,5,5.0
Lan1-CMP3829,C16H20NO2PS,98.8,CDCl3,321.374261,16,1,1,2,COP(=S)(C(c1ccccc1)NCc1ccccc1)OC,C1O1O1S2,321.38200000000006,5,5.0
Lan1-CMP3831,C16H20NO3P,27.06,CDCl3,305.308661,16,1,1,3,COP(=O)(C(c1ccccc1)NCc1ccccc1)OC,C1O1O1O2,305.3140000000001,5,5.0
Lan1-CMP3833,C16H20NO4P,16.72,CDCl3,321.308061,16,1,1,4,CCOP(=O)(c1ccccc1Oc1ccc(cc1)N)OCC,C1O1O1O2,321.3130000000001,5,5.0
Lan1-CMP3836,C16H20NO4PS2,15.7,CDCl3,385.438061,16,1,1,4,CCOP(=O)(CCSC1=NC(=O)/C(=C/c2ccccc2)/S1)OCC,C1O1O1O2,385.4470000000001,5,5.0
Lan1-CMP3837,C16H20NO5P,25.61,CDCl3,337.307461,16,1,1,5,COc1cc(ccc1O)C(P(=O)(OC)OC)Nc1ccccc1,C1O1O1O2,337.31199999999995,5,5.0
Lan1-CMP3838,C16H20N3OPS,74.0,CDCl3,333.388261,16,3,1,1,CCN1CCOP1(=S)/N=c/1\ccccn1Cc1ccccc1,N1N1O1S2,333.3970000000001,5,5.0
Lan1-CMP3839,C16H20N3O5P,18.16,CDCl3,365.320861,16,3,1,5,CCOP(=O)(C1C=CCn2n1c(=O)n(c2=O)c1ccccc1)OCC,C1O1O1O2,365.3260000000001,5,5.0
Lan1-CMP3843,C16H21F3N3O4P,11.9,CDCl3,407.3246106,16,3,1,4,CCOP(=O)(C1(N=C(OC(=N1)c1ccccc1)N(C)C)C(F)(F)F)OCC,C1O1O1O2,407.3290000000001,5,5.0
Lan1-CMP3847,C16H21N4O3P,12.6,CDCl3,348.336701,16,4,1,3,CCN/C(=C(/P(=O)(OCC)OCC)\C#N)/Nc1ccccc1C#N,C1O1O1O2,348.3430000000001,5,5.0
Lan1-CMP3851,C16H21O6P,21.71,CDCl3,340.308101,16,0,1,6,CCOP(=O)(C(/C=C/C=C/c1ccc2c(c1)OCO2)O)OCC,C1O1O1O2,340.3120000000001,5,5.0
Lan1-CMP3854,C16H22BrO6P,-6.68,CDCl3,421.220041,16,0,1,6,CCOC(=O)C/C=C(/c1ccc(cc1)Br)\OP(=O)(OCC)OCC,O1O1O1O2,421.2240000000002,5,5.0
Lan1-CMP3855,C16H22BrO6P,-6.74,CDCl3,421.220041,16,0,1,6,CCOC(=O)C/C=C(/c1cccc(c1)Br)\OP(=O)(OCC)OCC,O1O1O1O2,421.2240000000002,5,5.0
Lan1-CMP3856,C16H22ClO3P,15.01,CDCl3,328.770841,16,0,1,3,CCCCC#Cc1ccc(cc1P(=O)(OCC)OCC)Cl,C1O1O1O2,328.77600000000007,5,5.0
Lan1-CMP3857,C16H22ClO6P,-6.58,CDCl3,376.769041,16,0,1,6,CCOC(=O)C/C=C(/c1ccc(cc1)Cl)\OP(=O)(OCC)OCC,O1O1O1O2,376.7730000000002,5,5.0
Lan1-CMP3858,C16H22ClO6P,-6.71,CDCl3,376.769041,16,0,1,6,CCOC(=O)C/C=C(/c1cccc(c1)Cl)\OP(=O)(OCC)OCC,O1O1O1O2,376.7730000000002,5,5.0
Lan1-CMP3861,C16H22FO6P,-6.57,CDCl3,360.3144442,16,0,1,6,CCOC(=O)C/C=C(/c1ccc(cc1)F)\OP(=O)(OCC)OCC,O1O1O1O2,360.31800000000015,5,5.0
Lan1-CMP3862,C16H22F3N2O5P,23.87,CDCl3,410.3252506,16,2,1,5,CCOP(=O)(C(Cc1ccccc1)NC(=O)C(C(=O)C(F)(F)F)N)OCC,C1O1O1O2,410.3290000000002,5,5.0
Lan1-CMP3866,C16H22NO5PS,17.37,CDCl3,371.388341,16,1,1,5,CCOC(=O)C1=C(C)N(C(S1)P(=O)(OC)OC)c1ccc(cc1)C,C1O1O1O2,371.3950000000001,5,5.0
Lan1-CMP3867,C16H22NO7P,24.62,CDCl3,371.322141,16,1,1,7,CCOP(=O)(C(C(=C)C(=O)OCC)c1ccc(cc1)[N+](=O)[O-])OCC,C1O1O1O2,371.3260000000001,5,5.0
Lan1-CMP3873,C16H22N3O4PS,19.97,CDCl3,383.402341,16,3,1,4,CCOP(=O)([C@@H](c1ccc(cc1)C)NC(=O)c1snnc1C)OCC,C1O1O1O2,383.41000000000014,5,5.0
Lan1-CMP3874,C16H22N3O5PS,20.69,CDCl3,399.401741,16,3,1,5,CCOP(=O)(C(c1ccc(cc1)OC)NC(=O)c1snnc1C)OCC,C1O1O1O2,399.40900000000016,5,5.0
Lan1-CMP3875,C16H22N3PS,56.2,CDCl3,319.404741,16,3,1,0,CCN([P@](=S)(c1ccccc1)/N=c\1/ccccn1C)CC,C1N1N1S2,319.4140000000001,5,5.0
Lan1-CMP3876,C16H23ClN3O2PS2,49.0,CDCl3,419.929481,16,3,1,2,CCC1=NN(P(=S)(N1C1CCCCC1)Cl)S(=O)(=O)c1ccc(cc1)C,Cl1N1N1S2,419.9400000000001,5,5.0
Lan1-CMP3880,C16H23N2O3PS,63.9,CDCl3,354.404181,16,2,1,3,CCOP(=S)(N1CCN/C/1=C\C(=O)c1ccc(cc1)C)OCC,N1O1O1S2,354.41200000000015,5,5.0
Lan1-CMP3881,C16H23N2O4PS,62.2,CDCl3,370.403581,16,2,1,4,CCOP(=S)(N1CCN/C/1=C\C(=O)c1ccc(cc1)OC)OCC,N1O1O1S2,370.4110000000002,5,5.0
Lan1-CMP3882,C16H23N4PS,60.5,CDCl3,334.419381,16,4,1,0,CCn1cccn/c/1=N/P(=S)(c1ccccc1)N(CC)CC,C1N1N1S2,334.42900000000014,5,5.0
Lan1-CMP3884,C16H23O3P,20.13,CDCl3,294.325781,16,0,1,3,CCCCC#Cc1ccccc1P(=O)(OCC)OCC,C1O1O1O2,294.331,5,5.0
Lan1-CMP3888,C16H23O5P,24.6,CDCl3,326.324581,16,0,1,5,CCOC(=O)C(=C)C(P(=O)(OCC)OCC)c1ccccc1,C1O1O1O2,326.32899999999995,5,5.0
Lan1-CMP3890,C16H23O5P,21.77,CDCl3,326.324581,16,0,1,5,CCOP(=O)(C(/C=C/C=C/c1ccc(cc1)OC)O)OCC,C1O1O1O2,326.3290000000001,5,5.0
Lan1-CMP3893,C16H23O6P,-6.27,CDCl3,342.323981,16,0,1,6,CCOC(=O)C/C=C(/c1ccccc1)\OP(=O)(OCC)OCC,O1O1O1O2,342.32800000000015,5,5.0
Lan1-CMP3894,C16H23O6P,19.61,CDCl3,342.323981,16,0,1,6,CCOC(=O)C(P(=O)(OCC)OCC)CC(=O)c1ccccc1,C1O1O1O2,342.328,5,5.0
Lan1-CMP3895,C16H24ClN2OP,35.82,CDCl3,326.801321,16,2,1,1,CCCC[C@@H](P1(=O)N2CCCC2CN1c1ccccc1)Cl,C1N1N1O2,326.808,5,5.0
Lan1-CMP3896,C16H24ClN2OP,24.7,CDCl3,326.801321,16,2,1,1,CCCC[C@H](P1(=O)N2CCCC2CN1c1ccccc1)Cl,C1N1N1O2,326.808,5,5.0
Lan1-CMP3897,C16H26ClN2O6P,21.2,CDCl3,408.814201,16,2,1,6,CCOP(=O)(CN(C(C)(C)C)C(=O)c1cc(Cl)ccc1[N+](=O)[O-])OCC,C1O1O1O2,406.80300000000017,5,5.0
Lan1-CMP3900,C16H24NO3P,16.25,CDCl3,309.340421,16,1,1,3,CC(O[P@@]1(=O)Oc2ccccc2NC21CCCCCC2)C,C1O1O1O2,309.3460000000001,5,5.0
Lan1-CMP3904,C16H26NO8P,22.4,CDCl3,391.353301,16,1,1,8,O/C=C/C=C\C=C\[C@H]([C@H](P(=O)(OCC)OCC)C(=O)OCC)C[N+](=O)[O-],C1O1O1O2,391.35700000000014,5,5.0
Lan1-CMP3905,C16H26NO8P,21.2,CDCl3,391.353301,16,1,1,8,O/C=C/C=C\C=C\[C@@H]([C@@H](P(=O)(OCC)OCC)C(=O)OCC)C[N+](=O)[O-],C1O1O1O2,391.35700000000014,5,5.0
Lan1-CMP3907,C16H24N3O4P,25.1,CDCl3,353.353221,16,3,1,4,CCOP(=O)(Cc1nc2c(n1C(=O)NC(C)C)cccc2)OCC,C1O1O1O2,353.3590000000001,5,5.0
Lan1-CMP3908,C16H24N3O4P,24.6,CDCl3,353.353221,16,3,1,4,CCCNC(=O)n1c(nc2c1cccc2)CP(=O)(OCC)OCC,C1O1O1O2,353.3590000000002,5,5.0
Lan1-CMP3909,C16H24N3O4PS2,21.19,CDCl3,417.483221,16,3,1,4,CCOP(=O)(C(c1ccc(cc1)OC)/N=c/1\[nH]nc(s1)SCC)OCC,C1O1O1O2,417.4930000000002,5,5.0
Lan1-CMP3911,C16H24N5O4P,21.99,CDCl3,381.366621,16,5,1,4,CCOP(=O)(OCC)COCC1C=CCC1n1cnc2c1ncnc2N,C1O1O1O2,381.3730000000001,5,5.0
Lan1-CMP3912,C16H24N5O5P,2.3,CDCl3,397.366021,16,5,1,5,CCOP(=O)(OCC)COCC1C=CCC1n1cnc2c1nc(N)nc2O,C1O1O1O2,397.3720000000001,5,5.0
Lan1-CMP3915,C16H25ClNO4P,26.8,CDCl3,361.800761,16,1,1,4,CCOP(=O)(CC(=O)NC[C@@H](Cc1ccccc1)CCl)OCC,C1O1O1O2,361.8060000000001,5,5.0
Lan1-CMP3918,C16H26NO5P,16.3,CDCl3,343.355101,16,1,1,5,CCOP(=O)(CC(=O)NCC(Cc1ccccc1)CO)OCC,C1O1O1O2,343.3600000000001,5,5.0
Lan1-CMP3919,C16H25N2OPS,85.7,CDCl3,324.421261,16,2,1,1,C[C@H](N1[C@H]2CCCC[C@@H]2OP1(=S)N(C)C)c1ccccc1,N1N1O1S2,324.43000000000006,5,5.0
Lan1-CMP3923,C16H25N2O2PS,43.08,CDCl3,340.420661,16,2,1,2,S=C(Nc1ccccc1OCP(=O)(C)C)NC1CCCCC1,C1C1C1O2,340.42900000000014,5,5.0
Lan1-CMP3924,C16H25N2O2PS,42.18,CDCl3,340.420661,16,2,1,2,S=C(Nc1ccc(cc1)OCP(=O)(C)C)NC1CCCCC1,C1C1C1O2,340.42900000000014,5,5.0
Lan1-CMP3925,C16H25N2O3P,41.61,CDCl3,324.355061,16,2,1,3,O=C(Nc1ccccc1OCP(=O)(C)C)NC1CCCCC1,C1C1C1O2,324.36100000000016,5,5.0
Lan1-CMP3927,C16H25N2O5P,23.89,CDCl3,356.353861,16,2,1,5,CCOP(=O)(C(Cc1ccccc1)NC(=O)C(C(=O)C)N)OCC,C1O1O1O2,356.3590000000002,5,5.0
Lan1-CMP3928,C16H25N2O7P,21.02,CDCl3,388.352661,16,2,1,7,CCCCNC(P(=O)(OCC)OCC)c1cc2OCOc2cc1[N+](=O)[O-],C1O1O1O2,388.35700000000014,5,5.0
Lan1-CMP3930,C18H31N6OP,12.37,CDCl3,378.452101,18,6,1,1,CCCCN/C(=N\c1nc2c(n1P(=O)(N(C)C)N(C)C)cccc2)/CC,N1N1N1O2,378.4610000000001,5,5.0
Lan1-CMP3931,C16H25O4P,23.4,CDCl3,312.341061,16,0,1,4,CCOP(=O)([C@]1(CCCO1)c1cccc(c1)CC)OCC,C1O1O1O2,312.34600000000006,5,5.0
Lan1-CMP3932,C16H25O4P,31.8,CDCl3,312.341061,16,0,1,4,CCOP(=O)(OCC)CCCC(=O)c1ccc(cc1)CC,C1O1O1O2,312.34600000000006,5,5.0
Lan1-CMP3934,C16H26ClN2O4P,23.3,CDCl3,376.815401,16,2,1,4,CCOP(=O)(CN(C(C)(C)C)C(=O)c1cc(Cl)ccc1N)OCC,C1O1O1O2,376.82100000000014,5,5.0
Lan1-CMP3937,C16H26FN2O7PS,91.16,CDCl3,440.4240042,16,2,1,7,CCOP(=S)(C(COCCn1c(=O)c(F)cn(c1=O)C1CCCO1)O)OCC,C1O1O1S2,440.4300000000002,5,5.0
Lan1-CMP3938,C16H26FN2O8P,21.75,CDCl3,424.3584042,16,2,1,8,CCOP(=O)(C(COCCn1c(=O)c(F)cn(c1=O)C1CCCO1)O)OCC,C1O1O1O2,424.36200000000025,5,5.0
Lan1-CMP3940,C16H26NO3P,17.55,CDCl3,311.356301,16,1,1,3,CCN(/C(=C\c1ccccc1)/P(=O)(OCC)OCC)CC,C1O1O1O2,311.3620000000001,5,5.0
Lan1-CMP3941,C16H26NO3P,21.42,CDCl3,311.356301,16,1,1,3,CCOP(=O)(C1(CCCCC1)Nc1ccccc1)OCC,C1O1O1O2,311.3620000000001,5,5.0
Lan1-CMP3942,C16H26NO3P,21.14,CDCl3,311.356301,16,1,1,3,CCCNC(P(=O)(OCC)OCC)/C=C/c1ccccc1,C1O1O1O2,311.362,5,5.0
Lan1-CMP3943,C16H26NO4PS,20.53,CDCl3,359.420701,16,1,1,4,CCOP(=S)(C(c1c(C)cc(cc1C)C)OC(=O)NC)OCC,C1O1O1S2,359.42800000000017,5,5.0
Lan1-CMP3947,C16H26NO6P,16.9,CDCl3,359.354501,16,1,1,6,CCOC(=O)NC(P(=O)(OCC(CO)(C)C)O)c1ccc(cc1)C,C1O1O1O2,359.35900000000004,5,5.0
Lan1-CMP3949,C16H26NO8P,23.8,CDCl3,391.353301,16,1,1,8,CCOC(=O)C1=C(C)OC(=C(C1P(=O)(OCC)OCC)C(=O)OCC)N,C1O1O1O2,391.3570000000002,5,5.0
Lan1-CMP3951,C16H26N3O3PS,-0.61,CDCl3,371.434701,16,3,1,3,CCCCOP(=O)(NNc1sc2c(n1)c(C)ccc2)OCCCC,N1O1O1O2,371.4430000000002,5,5.0
Lan1-CMP3952,C16H24N3O4P,30.5,CDCl3,353.353221,16,3,1,4,CCOP(=O)(C(c1c(N)[nH]n(c1=O)C)c1ccc(cc1)C)OCC,C1O1O1O2,353.3590000000001,5,5.0
Lan1-CMP3953,C16H26N5O2P,11.97,CDCl3,351.383701,16,5,1,2,CCO/C(=N\c1nc2c(n1P(=O)(N(C)C)N(C)C)cccc2)/CC,N1N1N1O2,351.3910000000001,5,5.0
Lan1-CMP3961,C16H27N2O2PS,25.7,CDCl3,342.436541,16,2,1,2,CCOC(=O)C1CC2C(=NP1(=S)N=C2C(C)(C)C)C(C)(C)C,C1N1N1S2,342.4450000000001,5,5.0
Lan1-CMP3966,C16H27N4O2PS,74.9,CDCl3,370.449941,16,4,1,2,N#C/C(=C(/N1CCCC1)\C)/P(=S)(N1CCOCC1)N1CCOCC1,C1N1N1S2,370.4590000000003,5,5.0
Lan1-CMP3967,C16H27N4O3P,28.3,CDCl3,354.384341,16,4,1,3,N#C/C(=C(/N1CCCC1)\C)/P(=O)(N1CCOCC1)N1CCOCC1,C1N1N1O2,354.3910000000002,5,5.0
Lan1-CMP3970,C16H27O2P,32.9,CDCl3,282.358141,16,0,1,2,COP(=O)c1c(C)cc(cc1C(C)(C)C)C(C)(C)C,C1H1O1O2,282.36400000000003,5,5.0
Lan1-CMP3971,C16H27O2P,26.8,CDCl3,282.358141,16,0,1,2,COP(=O)c1c(cc(cc1C(C)C)C(C)C)C(C)C,C1H1O1O2,282.36400000000003,5,5.0
Lan1-CMP3973,C16H27O3PS,31.46,CDCl3,330.422541,16,0,1,3,COP(=O)(CC1(SCC=C)C2CC3CC1CC(C2)C3)OC,C1O1O1O2,330.4300000000001,5,5.0
Lan1-CMP3996,C16H29N2O3P,29.29,CDCl3,328.386821000001,16,2,1,3,NCCCCC(P(=O)(OCC)OCC)NCc1ccccc1,C1O1O1O2,328.393,5,5.0
Lan1-CMP3999,C16H29N4O2PS,62.7,CDCl3,372.465821,16,4,1,2,CCN(P(=S)(N(CC)CC)/N=c/1\ccccn1CC(=O)OC)CC,N1N1N1S2,372.4750000000002,5,5.0
Lan1-CMP4000,C16H29O2P,66.6,CDCl3,284.374021,16,0,1,2,CC1CCC(C(C1)OP1(=O)CC(=C(C1)C)C)C(C)C,C1C1O1O2,284.38,5,5.0
Lan1-CMP4006,C16H30NO3P,26.63,CDCl3,315.388061000001,16,1,1,3,CCOP(=O)([C@@H](C(C=C=C1CCCCC1)(C)C)N)OCC,C1O1O1O2,315.394,5,5.0
Lan1-CMP4007,C16H30NO3P,24.56,CDCl3,315.388061000001,16,1,1,3,CCOP(=O)(C1NC2(CCCCC2)C=CC1(C)C)OCC,C1O1O1O2,315.394,5,5.0
Lan1-CMP4008,C16H30NO3P,26.43,CDCl3,315.388061000001,16,1,1,3,CCOP(=O)(C1N=C(CC1(C)C)C1CCCCC1)OCC,C1O1O1O2,315.39400000000006,5,5.0
Lan1-CMP4015,C15H26N3O3P,1.69,CDCl3,327.359001,15,3,1,3,CC(OP(=O)(OC(C)C)N/N=C/c1ccc(cc1)N(C)C)C,N1O1O1O2,327.36500000000007,5,5.0
Lan1-CMP4021,C16H31N4O5P,-0.21,CDCl3,390.414901,16,4,1,5,CCOP(=O)(O/C(=N\NC(=O)N1CCCCC1)/N1CCCCC1)OCC,O1O1O1O2,390.4210000000003,5,5.0
Lan1-CMP4030,C16H33O2P,50.36,CDCl3,288.405781000001,16,0,1,2,CCCCCCP(=O)(C(/C=C/C)O)CCCCCC,C1C1C1O2,288.4120000000001,5,5.0
Lan1-CMP4044,C16H35O3P,32.0,CDCl3,306.421061000001,16,0,1,3,CCCCCCCCCCCCP(=O)(OCC)OCC,C1O1O1O2,306.427,5,5.0
Lan2-CMP1,C17H12ClN2O6P,6.23,CDCl3,406.713741,17,2,1,6,O=C1C2=C(OP(=O)(C(N2)c2ccccc2[N+](=O)[O-])Cl)C(=O)c2c1cccc2,C1Cl1O1O2,404.70200000000017,5,5.0
Lan2-CMP3,C17H11ClNO4P,7.03,CDCl3,359.700301,17,1,1,4,O=C1C2=C(OP(=O)(C(N2)c2ccccc2)Cl)C(=O)c2c1cccc2,C1Cl1O1O2,359.7050000000001,5,5.0
Lan2-CMP4,C17H11Cl2N2O2P,66.4,CDCl3,377.161201,17,2,1,2,ClP(=O)(Oc1c(ccc2c1cccc2)c1nc2c([nH]1)cccc2)Cl,Cl1Cl1O1O2,377.167,5,5.0
Lan2-CMP10,C17H13N4O4P,-24.9,CDCl3,368.283281,17,4,1,4,[O-][n+]1nn(c2c1cccn2)P(=O)(Oc1ccccc1)Oc1ccccc1,N1O1O1O2,368.289,5,5.0
Lan2-CMP11,C17H13N4O3P,-13.0,CDCl3,352.283881,17,4,1,3,O=P(n1nnc2c1nccc2)(Oc1ccccc1)Oc1ccccc1,N1O1O1O2,352.2900000000001,5,5.0
