num,sf,shift,LM,MW,C,N,P,O,cansmi,envlab,mw,P_oxidation_state,P_valence
Lan1-CMP1,BrCl2PS,-11.5,CDCl3,213.848761,0,0,1,0,ClP(=S)(Br)Cl,Br1Cl1Cl1S2,213.851,5,5.0
Lan1-CMP25,Cl3PS,22.3,CDCl3,169.397761,0,0,1,0,ClP(=S)(Cl)Cl,Cl1Cl1Cl1S2,169.4,5,5.0
Lan1-CMP40,CH3Cl2OP,44.1,CDCl3,132.913681,1,0,1,1,CP(=O)(Cl)Cl,C1Cl1Cl1O2,132.91400000000002,5,5.0
Lan1-CMP55,C2H5Cl2OP,54.4,CDCl3,146.940261,2,0,1,1,CCP(=O)(Cl)Cl,C1Cl1Cl1O2,146.941,5,5.0
Lan1-CMP59,C2H5O3P,20.2,CDCl3,108.033061,2,0,1,3,C=CP(=O)(O)O,C1O1O1O2,108.03299999999996,5,5.0
Lan1-CMP62,C2H6ClO2P,42.8,CDCl3,128.494601,2,0,1,2,COP(=O)(Cl)C,C1Cl1O1O2,128.49499999999998,5,5.0
Lan1-CMP63,C2H6ClO2P,42.9,CDCl3,128.494601,2,0,1,2,COP(=O)(Cl)C,C1Cl1O1O2,128.49499999999998,5,5.0
Lan1-CMP64,C2H6ClO3P,6.34,CDCl3,144.494001,2,0,1,3,COP(=O)(OC)Cl,Cl1O1O1O2,144.49399999999997,5,5.0
Lan1-CMP68,C2H7O2PS,75.0,CDCl3,126.114541,2,0,1,2,COP(=S)OC,H1O1O1S2,126.117,5,5.0
Lan1-CMP72,C2H7O3P,34.6,CDCl3,110.048941,2,0,1,3,COP(=O)(O)C,C1O1O1O2,110.04899999999998,5,5.0
Lan1-CMP76,C2H8NO2PS,76.24,CDCl3,141.129181,2,1,1,2,COP(=S)(OC)N,N1O1O1S2,141.13199999999998,5,5.0
Lan1-CMP77,C2H8NOPS2,37.4,CDCl3,157.194781,2,1,1,1,COP(=S)(SC)N,N1O1S1S2,157.2,5,5.0
Lan1-CMP90,C3H9O3PS,32.4,CDCl3,156.140521,3,0,1,3,COP(=O)(SC([2H])([2H])[2H])OC,O1O1O2S1,159.16130533399996,5,5.0
Lan1-CMP92,C3H7N3O3PS+,8.12,CDCl3,196.144741,3,3,1,3,OP(=O)(CN[n+]1ncsc1)O,C1O1O1O2,196.14800000000005,5,5.0
Lan1-CMP94,C3H7Cl2OP,54.6,CDCl3,160.966841,3,0,1,1,CCCP(=O)(Cl)Cl,C1Cl1Cl1O2,160.968,5,5.0
Lan1-CMP96,C3H7NO3PS-,48.8,CDCl3,168.131341,3,1,1,3,COP(=S)(NC(=O)C)[O-],N1O1O1S2,168.134,5,5.0
Lan1-CMP101,C3H7O3P,2.4,CDCl3,122.059641,3,0,1,3,O=P1OCCCO1,H1O1O1O2,122.06,5,5.0
Lan1-CMP103,C3H8ClO2P,40.7,CDCl3,142.521181,3,0,1,2,CCOP(=O)(Cl)C,C1Cl1O1O2,142.522,5,5.0
Lan1-CMP104,C3H8ClO2P,39.5,CDCl3,142.521181,3,0,1,2,CCOP(=O)(Cl)C,C1Cl1O1O2,142.522,5,5.0
Lan1-CMP106,C3H9O2PS,100.1,CDCl3,140.141121,3,0,1,2,COP(=S)(OC)C,C1O1O1S2,140.14399999999998,5,5.0
Lan1-CMP107,C3H9O3P,34.3,CDCl3,124.075521,3,0,1,3,COP(=O)(OC)C,C1O1O1O2,124.07599999999998,5,5.0
Lan1-CMP108,C3H9O3P,34.1,CDCl3,124.075521,3,0,1,3,COP(=O)(OC)C,C1O1O1O2,124.07599999999998,5,5.0
Lan1-CMP113,C3H9O3P,32.5,CDCl3,124.075521,3,0,1,3,CCOP(=O)(O)C,C1O1O1O2,124.07599999999998,5,5.0
Lan1-CMP114,C3H9O3P,32.1,CDCl3,124.075521,3,0,1,3,COP(=O)(OC)C,C1O1O1O2,124.07599999999998,5,5.0
Lan1-CMP115,C3H9O3P,34.11,CDCl3,124.075521,3,0,1,3,CCOP(=O)(O)C,C1O1O1O2,124.07599999999998,5,5.0
Lan1-CMP116,C3H9O4P,28.3,CDCl3,140.074921,3,0,1,4,OCP(=O)(OC)OC,C1O1O1O2,140.075,5,5.0
Lan1-CMP130,C4H8ClO2P,27.4,CDCl3,154.531881,4,0,1,2,CCOP(=O)(C=C)Cl,C1Cl1O1O2,154.533,5,5.0
Lan1-CMP132,C4H8NO2PS2,88.9,CDCl3,197.215581,4,1,1,2,CC(=O)NP1(=S)OCCS1,N1O1S1S2,197.221,5,5.0
Lan1-CMP133,C4H8NO3PS,41.3,CDCl3,181.149981,4,1,1,3,CC(=O)NP1(=O)OCCS1,N1O1O2S1,181.153,5,5.0
Lan1-CMP143,C4H9O3PS2,-2.48,CDCl3,200.216221,4,0,1,3,CSC(=S)P(=O)(OC)OC,C1O1O1O2,200.221,5,5.0
Lan1-CMP144,C4H9O4P,-0.95,CDCl3,152.085621,4,0,1,4,COP(=O)(C(=O)C)OC,C1O1O1O2,152.08599999999998,5,5.0
Lan1-CMP145,C4H9O4P,-2.1,CDCl3,152.085621,4,0,1,4,COP(=O)(OC=C)OC,O1O1O1O2,152.08599999999998,5,5.0
Lan1-CMP149,C4H10ClO2P,39.2,CDCl3,156.547761,4,0,1,2,CC(OP(=O)(Cl)C)C,C1Cl1O1O2,156.549,5,5.0
Lan1-CMP150,C4H10ClO2P,47.3,CDCl3,156.547761,4,0,1,2,CCOP(=O)(CC)Cl,C1Cl1O1O2,156.54899999999998,5,5.0
Lan1-CMP151,C4H10ClO2P,40.1,CDCl3,156.547761,4,0,1,2,CC(OP(=O)(Cl)C)C,C1Cl1O1O2,156.549,5,5.0
Lan1-CMP152,C4H10ClO2P,47.1,CDCl3,156.547761,4,0,1,2,CCOP(=O)(CC)Cl,C1Cl1O1O2,156.54899999999998,5,5.0
Lan1-CMP153,C4H10ClO3P,4.14,CDCl3,172.547161,4,0,1,3,CCOP(=O)(OCC)Cl,Cl1O1O1O2,172.548,5,5.0
Lan1-CMP154,C4H10ClO4P,-0.7,CDCl3,188.546561,4,0,1,4,COP(=O)(OC(Cl)C)OC,O1O1O1O2,188.547,5,5.0
Lan1-CMP159,C4H10NO3PS,29.18,CDCl3,183.165861,4,1,1,3,COP(=O)(NC(=O)C)SC,N1O1O2S1,183.169,5,5.0
Lan1-CMP162,C4H10NO5P,4.58,CDCl3,183.099661,4,1,1,5,CN(CP(=O)(O)O)CC(=O)O,C1O1O1O2,183.1,5,5.0
Lan1-CMP168,C4H11O2P,59.0,CDCl3,122.102701,4,0,1,2,CCP(=O)(OC)C,C1C1O1O2,122.10399999999998,5,5.0
Lan1-CMP169,C4H11O2PS,69.1,CDCl3,154.167701,4,0,1,2,CCOP(=S)OCC,H1O1O1S2,154.17099999999996,5,5.0
Lan1-CMP170,C4H11O3P,33.07,CDCl3,138.102101,4,0,1,3,CC(OP(=O)(O)C)C,C1O1O1O2,138.10299999999998,5,5.0
Lan1-CMP173,C4H11O3P,32.8,CDCl3,138.102101,4,0,1,3,CCCOP(=O)(O)C,C1O1O1O2,138.10299999999998,5,5.0
Lan1-CMP174,C4H11O3P,33.8,CDCl3,138.102101,4,0,1,3,CC(OP(=O)(O)C)C,C1O1O1O2,138.10299999999998,5,5.0
Lan1-CMP176,C4H11O3P,34.8,CDCl3,138.102101,4,0,1,3,CCP(=O)(OC)OC,C1O1O1O2,138.10299999999998,5,5.0
Lan1-CMP177,C4H11O3P,33.35,CDCl3,138.102101,4,0,1,3,CC(OP(=O)(O)C)C,C1O1O1O2,138.10299999999998,5,5.0
Lan1-CMP178,C4H11O3P,37.17,CDCl3,138.102101,4,0,1,3,CCOP(=O)(CC)O,C1O1O1O2,138.103,5,5.0
Lan1-CMP179,C4H11O3P,32.63,CDCl3,138.102101,4,0,1,3,CCCP(=O)(OC)O,C1O1O1O2,138.10299999999998,5,5.0
Lan1-CMP180,C4H11O3P,39.22,CDCl3,138.102101,4,0,1,3,COP(=O)(C(C)C)O,C1O1O1O2,138.10299999999998,5,5.0
Lan1-CMP182,C4H11O3PS,101.3,CDCl3,170.167101,4,0,1,3,COP(=S)(C(O)C)OC,C1O1O1S2,170.16999999999996,5,5.0
Lan1-CMP183,C4H11O4P,31.8,CDCl3,154.101501,4,0,1,4,COCCOP(=O)(O)C,C1O1O1O2,154.102,5,5.0
Lan1-CMP185,C4H11O5P,7.2,CDCl3,170.100901,4,0,1,5,COCOP(=O)OCOC,H1O1O1O2,170.10099999999997,5,5.0
Lan1-CMP187,C4H12NO3P,19.63,CDCl3,153.116741,4,1,1,3,CCOP(=O)(OCC)N,N1O1O1O2,153.118,5,5.0
Lan1-CMP188,C4H12NO3P,21.2,CDCl3,153.116741,4,1,1,3,NC(P(=O)(O)O)C(C)C,C1O1O1O2,153.11799999999997,5,5.0
Lan1-CMP189,C4H12NO3P,14.07,CDCl3,153.116741,4,1,1,3,COP(=O)(N(C)C)OC,N1O1O1O2,153.118,5,5.0
Lan1-CMP192,C4H12NO4P,12.3,CDCl3,169.116141,4,1,1,4,OCCCNCP(=O)(O)O,C1O1O1O2,169.11700000000002,5,5.0
Lan1-CMP206,C5H6Cl2N3PS,68.9,CDCl3,242.066001,5,3,1,0,Cn1cccn/c/1=N\P(=S)(Cl)Cl,Cl1Cl1N1S2,242.07100000000003,5,5.0
Lan1-CMP217,C5H9O3P,47.7,CDCl3,148.096921,5,0,1,3,COP1(=O)CCC(=O)C1,C1C1O1O2,148.09799999999998,5,5.0
Lan1-CMP218,C5H9O3P,10.1,CDCl3,148.096921,5,0,1,3,C=CP1(=O)OCCCO1,C1O1O1O2,148.09799999999998,5,5.0
Lan1-CMP219,C5H9O5P,13.48,CDCl3,180.095721,5,0,1,5,OC(=O)CCC(=C)P(=O)(O)O,C1O1O1O2,180.096,5,5.0
Lan1-CMP223,C5H10BrO3P,-14.3,CDCl3,229.008861,5,0,1,3,CC1(C)COP(=O)(OC1)Br,Br1O1O1O2,229.01,5,5.0
Lan1-CMP229,C5H10F2NO4P,-12.5,CDCl3,217.1077674,5,1,1,4,CCOP(=O)(ON=C(F)F)OCC,O1O1O1O2,217.10799999999995,5,5.0
Lan1-CMP231,C5H10NO2PS,97.7,CDCl3,179.177161,5,1,1,2,COP(=S)(CCC#N)OC,C1O1O1S2,179.18099999999998,5,5.0
Lan1-CMP233,C5H10NO5P,12.5,CDCl3,195.110361,5,1,1,5,COP(=O)(/C(=C/N(=O)=O)/C)OC,C1O1O1O2,195.111,5,5.0
Lan1-CMP244,C5H11Cl2O3P,9.8,CDCl3,221.018801,5,0,1,3,CCOP(=O)(C(Cl)Cl)OCC,C1O1O1O2,221.01999999999995,5,5.0
Lan1-CMP252,C5H11O3P,3.3,CDCl3,150.112801,5,0,1,3,CC1(C)COP(=O)OC1,H1O1O1O2,150.11399999999998,5,5.0
Lan1-CMP256,C5H12ClN2O3P,1.4,CDCl3,214.587141,5,2,1,3,ClCC1(C)COP(=O)(OC1)NN,N1O1O1O2,214.589,5,5.0
Lan1-CMP257,C5H12ClN2O3P,4.15,CDCl3,214.587141,5,2,1,3,ClCC1(C)COP(=O)(OC1)NN,N1O1O1O2,214.589,5,5.0
Lan1-CMP258,C5H12ClO2P,45.5,CDCl3,170.574341,5,0,1,2,CCCP(=O)(OCC)Cl,C1Cl1O1O2,170.576,5,5.0
Lan1-CMP259,C5H12ClO3P,42.35,CDCl3,186.573741,5,0,1,3,CCCC[C@H](P(=O)(O)O)Cl,C1O1O1O2,186.575,5,5.0
Lan1-CMP260,C5H12ClO4P,31.8,CDCl3,202.573141,5,0,1,4,ClCC(CP(=O)(OC)OC)O,C1O1O1O2,202.574,5,5.0
Lan1-CMP261,C5H12ClO4P,17.3,CDCl3,202.573141,5,0,1,4,CCOP(=O)(COCl)OCC,C1O1O1O2,202.574,5,5.0
Lan1-CMP263,C5H12Cl2NO2P,17.0,CDCl3,220.034041,5,1,1,2,CCOP(=O)(N(C)C)C(Cl)Cl,C1N1O1O2,220.036,5,5.0
Lan1-CMP268,C5H12NO4P,-1.39,CDCl3,181.126841,5,1,1,4,CCOP(=O)(C(=O)N)OCC,C1O1O1O2,181.128,5,5.0
Lan1-CMP269,C5H12NO5P,26.8,CDCl3,197.126241,5,1,1,5,OC(=O)C(CC(P(=O)(O)O)C)N,C1O1O1O2,197.127,5,5.0
Lan1-CMP277,C5H13N2O3P,3.05,CDCl3,180.142081,5,2,1,3,NNP1(=O)OCC(CO1)(C)C,N1O1O1O2,180.144,5,5.0
Lan1-CMP279,C5H13O2P,57.4,CDCl3,136.129281,5,0,1,2,CCOP(=O)(CC)C,C1C1O1O2,136.131,5,5.0
Lan1-CMP280,C5H13OPS,93.9,CDCl3,152.194881,5,0,1,1,CCOP(=S)(CC)C,C1C1O1S2,152.199,5,5.0
Lan1-CMP281,C5H13O2PS,94.73,CDCl3,168.194281,5,0,1,2,CCOP(=S)(OCC)C,C1O1O1S2,168.19799999999998,5,5.0
Lan1-CMP282,C4H11O3P,34.02,CDCl3,138.102101,4,0,1,3,CCCOP(=O)(O)C,C1O1O1O2,138.10299999999998,5,5.0
Lan1-CMP283,C5H13O3P,33.9,CDCl3,152.128681,5,0,1,3,CCCCOP(=O)(O)C,C1O1O1O2,152.13,5,5.0
Lan1-CMP285,C5H13O3P,29.4,CDCl3,152.128681,5,0,1,3,CCOP(=O)(OCC)C,C1O1O1O2,152.13,5,5.0
Lan1-CMP286,C5H13O3P,36.17,CDCl3,152.128681,5,0,1,3,CCP(=O)(OC(C)C)O,C1O1O1O2,152.13,5,5.0
Lan1-CMP287,C5H13O3P,32.53,CDCl3,152.128681,5,0,1,3,CCCP(=O)(OCC)O,C1O1O1O2,152.13,5,5.0
Lan1-CMP288,C5H13O3P,38.05,CDCl3,152.128681,5,0,1,3,CCOP(=O)(C(C)C)O,C1O1O1O2,152.13,5,5.0
Lan1-CMP289,C5H13O3PS,105.0,CDCl3,184.193681,5,0,1,3,COP(=S)(C(O)(C)C)OC,C1O1O1S2,184.197,5,5.0
Lan1-CMP290,C5H13O4P,33.6,CDCl3,168.128081,5,0,1,4,COCCOP(=O)(CC)O,C1O1O1O2,168.129,5,5.0
Lan1-CMP292,C5H13O4P,25.92,CDCl3,168.128081,5,0,1,4,OCP(=O)(OCC)OCC,C1O1O1O2,168.12899999999996,5,5.0
Lan1-CMP293,C5H13O4P,24.2,CDCl3,168.128081,5,0,1,4,OCP(=O)(OCC)OCC,C1O1O1O2,168.12899999999996,5,5.0
Lan1-CMP294,C5H14NO2P,47.09,CDCl3,151.143921,5,1,1,2,CNCP(=O)(OCC)C,C1C1O1O2,151.146,5,5.0
Lan1-CMP296,C5H14NO3P,13.87,CDCl3,167.143321,5,1,1,3,CCN(P(=O)(OC)OC)C,N1O1O1O2,167.14499999999998,5,5.0
Lan1-CMP311,C6H5Cl2OP,34.7,CDCl3,194.983061,6,0,1,1,ClP(=O)(c1ccccc1)Cl,C1Cl1Cl1O2,194.985,5,5.0
Lan1-CMP315,C6H7Cl2N2PS,50.2,CDCl3,241.077941,6,2,1,0,Cn1cccc/c/1=N\P(=S)(Cl)Cl,Cl1Cl1N1S2,241.083,5,5.0
Lan1-CMP316,C6H7Cl3F3O4PS,79.8,CDCl3,369.5103506,6,0,1,4,COP(=S)(C(C(Cl)(Cl)Cl)OC(=O)C(F)(F)F)OC,C1O1O1S2,369.51200000000006,5,5.0
Lan1-CMP317,C6H7Cl6F3NO3P,3.9,CDCl3,441.8116506,6,1,1,3,FC(CNP(=O)(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl)(F)F,N1O1O1O2,441.812,5,5.0
Lan1-CMP318,C6H7Cl6O4PS,80.0,CDCl3,418.874141,6,0,1,4,COP(=S)(C(C(Cl)(Cl)Cl)OC(=O)C(Cl)(Cl)Cl)OC,C1O1O1S2,418.877,5,5.0
Lan1-CMP319,C6H7F9NO3P,6.3,CDCl3,343.0840698,6,1,1,3,FC(CNP(=O)(OCC(F)(F)F)OCC(F)(F)F)(F)F,N1O1O1O2,343.0819999999999,5,5.0
Lan1-CMP325,C6H8Cl2N3PS,50.6,CDCl3,256.092581,6,3,1,0,CCn1cccn/c/1=N\P(=S)(Cl)Cl,Cl1Cl1N1S2,256.098,5,5.0
Lan1-CMP326,C6H8Cl5O4PS,81.0,CDCl3,384.429081,6,0,1,4,COP(=S)(C(C(Cl)(Cl)Cl)OC(=O)C(Cl)Cl)OC,C1O1O1S2,384.4320000000001,5,5.0
Lan1-CMP330,C6H9Cl4O4PS,82.7,CDCl3,349.984021,6,0,1,4,ClCC(=O)OC(P(=S)(OC)OC)C(Cl)(Cl)Cl,C1O1O1S2,349.987,5,5.0
Lan1-CMP340,C6H10Cl3O4PS,80.5,CDCl3,315.538961,6,0,1,4,COP(=S)(C(C(Cl)(Cl)Cl)OC(=O)C)OC,C1O1O1S2,315.5420000000001,5,5.0
Lan1-CMP341,C6H10Cl3O5PS,82.5,CDCl3,331.538361,6,0,1,5,COC(=O)OC(P(=S)(OC)OC)C(Cl)(Cl)Cl,C1O1O1S2,331.54099999999994,5,5.0
Lan1-CMP344,C6H10NO3P--,-8.7,CDCl3,175.122261,6,1,1,3,CCOP(=O)(C#C[N-2])OCC,C1O1O1O2,175.12399999999997,5,5.0
Lan1-CMP345,C6H10NO3P,15.3,CDCl3,175.122261,6,1,1,3,COP(=O)(C(=C)CC#N)OC,C1O1O1O2,175.124,5,5.0
Lan1-CMP346,C6H10NO3P,14.2,CDCl3,175.122261,6,1,1,3,COP(=O)(/C(=C/C#N)/C)OC,C1O1O1O2,175.12399999999997,5,5.0
Lan1-CMP353,C6H11Cl3NO4PS,83.7,CDCl3,330.553601,6,1,1,4,CNC(=O)OC(P(=S)(OC)OC)C(Cl)(Cl)Cl,C1O1O1S2,330.5569999999999,5,5.0
Lan1-CMP356,C6H11N2O3PS,5.37,CDCl3,222.201901,6,2,1,3,CCOP(=O)(c1nnsc1)OCC,C1O1O1O2,222.206,5,5.0
Lan1-CMP357,C6H11N2O3PS,5.95,CDCl3,222.201901,6,2,1,3,CCOP(=O)(c1cnns1)OCC,C1O1O1O2,222.206,5,5.0
Lan1-CMP358,C6H11O3P,46.1,CDCl3,162.123501,6,0,1,3,COP1(=O)CC(=O)C(C1)C,C1C1O1O2,162.12499999999997,5,5.0
Lan1-CMP359,C7H13O3P,17.5,CDCl3,176.150081,7,0,1,3,OCC(=C=C)P(=O)(OC)CC,C1C1O1O2,176.152,5,5.0
Lan1-CMP367,C6H12NO3P,13.6,CDCl3,177.138141,6,1,1,3,CCOP(=O)(CC#N)OCC,C1O1O1O2,177.13999999999996,5,5.0
Lan1-CMP368,C6H12NO3PS,16.56,CDCl3,209.203141,6,1,1,3,CCOP(=O)(CN=C=S)OCC,C1O1O1O2,209.207,5,5.0
Lan1-CMP375,C6H12N3O3PS,19.05,CDCl3,237.216541,6,3,1,3,CCCC(P(=O)(O)O)Nc1scnn1,C1O1O1O2,237.22100000000003,5,5.0
Lan1-CMP384,C6H13F3NO3P,6.2,CDCl3,235.1412906,6,1,1,3,CCOP(=O)(OCC)NCC(F)(F)F,N1O1O1O2,235.142,5,5.0
Lan1-CMP389,C6H13O3P,17.9,CDCl3,164.139381,6,0,1,3,CCOP(=O)(OCC)C=C,C1O1O1O2,164.141,5,5.0
Lan1-CMP390,C6H13O3P,19.6,CDCl3,164.139381,6,0,1,3,CCC(=C)P(=O)(OC)OC,C1O1O1O2,164.14099999999996,5,5.0
Lan1-CMP391,C6H13O3P,15.6,CDCl3,164.139381,6,0,1,3,CC1(C)OP(=O)OC1(C)C,H1O1O1O2,164.141,5,5.0
Lan1-CMP392,C6H13O3PS,101.7,CDCl3,196.204381,6,0,1,3,COP(=S)(C(CC=O)C)OC,C1O1O1S2,196.208,5,5.0
Lan1-CMP393,C6H13O3PS,103.6,CDCl3,196.204381,6,0,1,3,COP(=S)(CCC(=O)C)OC,C1O1O1S2,196.208,5,5.0
Lan1-CMP394,C6H13O3PS2,-2.41,CDCl3,228.269381,6,0,1,3,CCOP(=O)(C(=S)SC)OCC,C1O1O1O2,228.275,5,5.0
Lan1-CMP395,C6H13O4P,18.6,CDCl3,180.138781,6,0,1,4,CCOP(=O)(CC=O)OCC,C1O1O1O2,180.13999999999996,5,5.0
Lan1-CMP396,C6H13O4P,-3.3,CDCl3,180.138781,6,0,1,4,CCOP(=O)(C(=O)C)OCC,C1O1O1O2,180.13999999999996,5,5.0
Lan1-CMP397,C6H13O4P,2.9,CDCl3,180.138781,6,0,1,4,CCOP(=O)(C(=O)C)OCC,C1O1O1O2,180.13999999999996,5,5.0
Lan1-CMP398,C6H13O4P,34.1,CDCl3,180.138781,6,0,1,4,COP(=O)(CCC(=O)C)OC,C1O1O1O2,180.14,5,5.0
Lan1-CMP399,C6H13O4P,16.7,CDCl3,180.138781,6,0,1,4,COCC(=C)P(=O)(OC)OC,C1O1O1O2,180.14,5,5.0
Lan1-CMP402,C6H13O5P,22.6,CDCl3,196.138181,6,0,1,5,COCC1OP(=O)OC1COC,H1O1O1O2,196.139,5,5.0
Lan1-CMP403,C6H14BrO3P,25.2,CDCl3,245.051321,6,0,1,3,BrCCP(=O)(OCC)OCC,C1O1O1O2,245.05299999999997,5,5.0
Lan1-CMP405,C6H14ClO3P,5.48,CDCl3,200.600321,6,0,1,3,CCCOP(=O)(OCCC)Cl,Cl1O1O1O2,200.602,5,5.0
Lan1-CMP406,C6H14ClO3P,2.76,CDCl3,200.600321,6,0,1,3,CCCOP(=O)(OCCC)Cl,Cl1O1O1O2,200.602,5,5.0
Lan1-CMP408,C6H14ClO3P,25.2,CDCl3,200.600321,6,0,1,3,ClCCP(=O)(OCC)OCC,C1O1O1O2,200.60199999999995,5,5.0
Lan1-CMP413,C6H14NO4P,22.2,CDCl3,195.153421,6,1,1,4,CCOP(=O)(CC(=O)N)OCC,C1O1O1O2,195.155,5,5.0
Lan1-CMP414,C6H14NO4P,21.9,CDCl3,195.153421,6,1,1,4,CCOP(=O)(CC(=O)N)OCC,C1O1O1O2,195.155,5,5.0
Lan1-CMP415,C6H14NO4PS2,57.36,CDCl3,259.283421,6,1,1,4,CCOP(=S)(N1CCS1(=O)=O)OCC,N1O1O1S2,259.289,5,5.0
Lan1-CMP418,C6H14NO5PS,-6.9,CDCl3,243.217821,6,1,1,5,CCOP(=O)(N1CCS1(=O)=O)OCC,N1O1O1O2,243.221,5,5.0
Lan1-CMP419,C6H14N3O3P,26.88,CDCl3,207.167421,6,3,1,3,CCOP(=O)(OCC)CCN=N#N,C1O1O1O2,207.17,5,5.0
Lan1-CMP420,C6H14N3O3PS,67.62,CDCl3,239.232421,6,3,1,3,COP(=S)(N/N=C(/C(=N/O)/C)\C)OC,N1O1O1S2,239.237,5,5.0
Lan1-CMP421,C6H14N3O4P,3.2,CDCl3,223.166821,6,3,1,4,COP(=O)(N/N=C(/C(=N/O)/C)\C)OC,N1O1O1O2,223.169,5,5.0
Lan1-CMP433,C6H15N2O4P,22.1,CDCl3,210.168061,6,2,1,4,CCOP(=O)(CC(=O)NN)OCC,C1O1O1O2,210.17,5,5.0
Lan1-CMP434,C6H15O2PS,101.9,CDCl3,182.220861,6,0,1,2,CCP(=S)(OCC)OCC,C1O1O1S2,182.225,5,5.0
Lan1-CMP437,C6H15O3P,33.9,CDCl3,166.155261,6,0,1,3,CCP(=O)(OCC)OCC,C1O1O1O2,166.15699999999998,5,5.0
Lan1-CMP439,C6H15O3P,34.18,CDCl3,166.155261,6,0,1,3,CCCP(=O)(OC(C)C)O,C1O1O1O2,166.15699999999998,5,5.0
Lan1-CMP440,C6H15O3P,37.37,CDCl3,166.155261,6,0,1,3,CC(OP(=O)(C(C)C)O)C,C1O1O1O2,166.15699999999998,5,5.0
Lan1-CMP441,C6H15O3PS,60.6,CDCl3,198.220261,6,0,1,3,CC(OP(=S)(OC(C)C)O)C,O1O1O1S2,198.224,5,5.0
Lan1-CMP442,C6H15O3PS,101.0,CDCl3,198.220261,6,0,1,3,CCCC(P(=S)(OC)OC)O,C1O1O1S2,198.224,5,5.0
Lan1-CMP443,C6H15O3PS,105.3,CDCl3,198.220261,6,0,1,3,CCC(P(=S)(OC)OC)(O)C,C1O1O1S2,198.224,5,5.0
Lan1-CMP444,C6H15O3PS,24.15,CDCl3,198.220261,6,0,1,3,CSCP(=O)(OCC)OCC,C1O1O1O2,198.224,5,5.0
Lan1-CMP445,C6H15O3PS,68.27,CDCl3,198.220261,6,0,1,3,CCOP(=S)(OCC)OCC,O1O1O1S2,198.224,5,5.0
Lan1-CMP446,C6H15O3PS,47.09,CDCl3,198.220261,6,0,1,3,CCOP(=O)(SCC)OCC,O1O1O2S1,198.224,5,5.0
Lan1-CMP447,C6H15O4P,34.9,CDCl3,182.154661,6,0,1,4,COCCOP(=O)(C(C)C)O,C1O1O1O2,182.156,5,5.0
Lan1-CMP448,C6H15O4P,22.75,CDCl3,182.154661,6,0,1,4,CCCC(P(=O)(OC)OC)O,C1O1O1O2,182.156,5,5.0
Lan1-CMP450,C6H15O4P,29.9,CDCl3,182.154661,6,0,1,4,OCCP(=O)(OCC)OCC,C1O1O1O2,182.156,5,5.0
Lan1-CMP451,C6H15O5P,34.2,CDCl3,198.154061,6,0,1,5,CCCP(=O)(OOCCOC)O,C1O1O1O2,198.15499999999997,5,5.0
Lan1-CMP453,C6H16NO2P,47.34,CDCl3,165.170501,6,1,1,2,CCNCP(=O)(OCC)C,C1C1O1O2,165.17299999999997,5,5.0
Lan1-CMP454,C6H16NO2PS,65.7,CDCl3,197.235501,6,1,1,2,CCOP(=S)(N(CC)CC)O,N1O1O1S2,197.24,5,5.0
Lan1-CMP455,C6H16NO3P,13.57,CDCl3,181.169901,6,1,1,3,CCN(P(=O)(OC)OC)CC,N1O1O1O2,181.172,5,5.0
Lan1-CMP456,C6H16NO3P,13.72,CDCl3,181.169901,6,1,1,3,CCCN(P(=O)(OC)OC)C,N1O1O1O2,181.172,5,5.0
Lan1-CMP457,C6H16NO3P,11.19,CDCl3,181.169901,6,1,1,3,COP(=O)(N(C(C)C)C)OC,N1O1O1O2,181.172,5,5.0
Lan1-CMP458,C6H16NO3P,9.87,CDCl3,181.169901,6,1,1,3,CCNP(=O)(OCC)OCC,N1O1O1O2,181.172,5,5.0
Lan1-CMP459,C6H16NO3P,11.45,CDCl3,181.169901,6,1,1,3,CCOP(=O)(N(C)C)OCC,N1O1O1O2,181.172,5,5.0
Lan1-CMP460,C6H16NO3P,33.1,CDCl3,181.169901,6,1,1,3,COP(=O)(OCCN(C)C)C,C1O1O1O2,181.172,5,5.0
Lan1-CMP465,C6H16N3O3PS,10.8,CDCl3,241.248301,6,3,1,3,CN(P(=O)(N1CCS1(=O)=O)N(C)C)C,N1N1N1O2,241.253,5,5.0
Lan1-CMP473,C6H17N2O2P,25.52,CDCl3,180.185141,6,2,1,2,CN(CP(=O)(CN(C)C)O)C,C1C1O1O2,180.188,5,5.0
Lan1-CMP484,C7H4Cl4NO2P,5.99,CDCl3,306.897921,7,1,1,2,Clc1ccc(c(c1)Cl)C(=O)NP(=O)(Cl)Cl,Cl1Cl1N1O2,306.9,5,5.0
Lan1-CMP485,C7H5Cl3NO2P,10.52,CDCl3,272.452861,7,1,1,2,Clc1ccc(cc1)C(=O)NP(=O)(Cl)Cl,Cl1Cl1N1O2,272.455,5,5.0
Lan1-CMP488,C7H7Cl6F5NO3P,3.9,CDCl3,491.819157,7,1,1,3,ClC(COP(=O)(OCC(Cl)(Cl)Cl)NCC(C(F)(F)F)(F)F)(Cl)Cl,N1O1O1O2,491.819,5,5.0
